anime,anime_url,anime_img,episodes,votes,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Kanamemo,https://www.crunchyroll.com/kanamemo,https://img1.ak.crunchyroll.com/i/spire1/cccfaba0a20473634e3056e44966b4a21505349456_full.jpg,0,855,3970,4.64,19,5,35,144,652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5914,6.89,"Comedy, Ecchi, Shoujo Ai, Slice of Life",Unknown,かなめも,TV,13,"Jul 6, 2009 to Sep 28, 2009",Summer 2009,"Starchild Records, TV Tokyo Music, Houbunsha",Maiden Japan,feel.,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4075.0,2790,33761,74,1786,16428,1341,2023,12183,682.0,1080.0,2695.0,4251.0,2598.0,1463.0,553.0,202.0,115.0,93.0
Ristorante Paradiso,https://www.crunchyroll.com/ristorante-paradiso,https://img1.ak.crunchyroll.com/i/spire2/298c1dc60226f4e97e7355caff4b9e1f1450826623_full.jpg,0,846,3909,4.62,20,2,43,149,632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5984,7.36,"Drama, Josei, Romance, Slice of Life",Ristorante Paradiso,リストランテパラディーゾ,TV,11,"Apr 9, 2009 to Jun 25, 2009",Spring 2009,"Fuji TV, Fujipacific Music, Sony PCL",Nozomi Entertainment,David Production,Manga,22 min. per ep.,PG-13 - Teens 13 or older,2051.0,2648,37163,159,1794,13368,1557,2004,18440,762.0,1497.0,3242.0,3346.0,1634.0,791.0,314.0,116.0,62.0,59.0
Black Jack,https://www.crunchyroll.com/black-jack,https://img1.ak.crunchyroll.com/i/spire3/4ae3ad8063e5dba770c2e39bfe01f6a11422326960_full.jpg,0,842,3969,4.71,26,8,15,83,710,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520,7.74,"Drama, Mystery, Psychological, Thriller",Black Jack,ブラック・ジャック,OVA,12,"Dec 21, 1993 to Dec 16, 2011",Unknown,"Animax, Akita Shoten",Central Park Media,Tezuka Productions,Manga,50 min. per ep.,PG-13 - Teens 13 or older,932.0,2975,30073,282,2574,10782,1567,1153,13997,1073.0,1690.0,2666.0,2234.0,972.0,403.0,113.0,60.0,24.0,31.0
No Game No Life,https://www.crunchyroll.com/no-game-no-life,https://img1.ak.crunchyroll.com/i/spire1/5a4525c6fc5508fa27f0ed229ad2cbde1396985147_full.jpg,12,788,3705,4.7,11,16,25,93,643,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19815,8.2,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","No Game, No Life",ノーゲーム・ノーライフ,TV,12,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,"Frontier Works, Media Factory, Movic, AT-X",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,304.0,10,1751054,45990,66938,1426896,27663,37820,191737,227827.0,285623.0,309230.0,186864.0,70141.0,30284.0,14345.0,6228.0,3313.0,3521.0
Akame ga Kill!,https://www.crunchyroll.com/akame-ga-kill,https://img1.ak.crunchyroll.com/i/spire3/4fe71ff4ce4cf1b0d13b814d42ba51bc1404629753_full.jpg,24,767,3276,4.27,38,39,68,154,468,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22199,7.53,"Action, Adventure, Drama, Fantasy, Shounen",Akame ga Kill!,アカメが斬る！,TV,24,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,"Square Enix, TOHO animation",Sentai Filmworks,White Fox,Manga,23 min. per ep.,R - 17+ (violence & profanity),1483.0,25,1408729,23395,65450,1088784,26941,45684,181870,105832.0,154774.0,228390.0,196783.0,98049.0,49592.0,29448.0,12722.0,6361.0,4214.0
Gankutsuou,https://www.crunchyroll.com/gankutsuou,https://img1.ak.crunchyroll.com/i/spire4/8d1de125068d1f7f18dacab8c72b54741424476276_full.jpg,0,741,3516,4.74,11,10,17,81,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gankutsuou:The Count of Monte Cristo,巌窟王,TV,24,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA",Gonzo,Novel,24 min. per ep.,R - 17+ (violence & profanity),342.0,767,193810,3521,9615,68806,8838,6263,100288,10893.0,15369.0,17396.0,10207.0,4046.0,1788.0,886.0,306.0,257.0,439.0
Kamisama Dolls,https://www.crunchyroll.com/kamisama-dolls,https://img1.ak.crunchyroll.com/i/spire2/5b80f204841b686dca994f674c2fb3911310009898_full.jpg,0,705,3230,4.58,6,7,39,172,481,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10372,7.04,"Action, Seinen, Supernatural",Kamisama Dolls,神様ドォルズ,TV,13,"Jul 6, 2011 to Sep 28, 2011",Summer 2011,"TV Tokyo, Shogakukan-Shueisha Productions, Media Factory, Half H.P Studio, AT-X, flying DOG, Sony Music Communications",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,R - 17+ (violence & profanity),3492.0,1906,64938,88,2997,35444,2313,3933,20251,1190.0,2621.0,6689.0,9179.0,4805.0,2481.0,1074.0,388.0,178.0,104.0
Toradora!,https://www.crunchyroll.com/toradora,https://img1.ak.crunchyroll.com/i/spire2/0c40842ee6753a33e292ab258eb901171406587958_full.jpg,25,689,3321,4.82,5,5,12,65,602,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4224,8.24,"Slice of Life, Comedy, Romance, School",Toradora!,とらドラ！,TV,25,"Oct 2, 2008 to Mar 26, 2009",Fall 2008,"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,265.0,17,1567792,50708,72442,1191775,42141,41098,220336,185286.0,255249.0,273494.0,160797.0,58749.0,25479.0,10810.0,4372.0,2456.0,2890.0
Ano Natsu de Matteru,https://www.crunchyroll.com/ano-natsu-de-matteru,https://img1.ak.crunchyroll.com/i/spire4/421d404c6a1cfb9f5e103b709cf364981325706809_full.jpg,0,685,3211,4.69,12,10,21,94,548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11433,7.49,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Waiting in the Summer,あの夏で待ってる,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",Sentai Filmworks,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,1605.0,455,306842,1926,12159,186825,7793,9060,91005,13204.0,22894.0,41043.0,39726.0,18715.0,8751.0,3276.0,1192.0,573.0,446.0
Mushi-Uta,https://www.crunchyroll.com/mushi-uta,https://img1.ak.crunchyroll.com/i/spire1/b73927f56c55406884a13d22d2fcf7c51289443377_full.jpg,0,679,3213,4.73,10,6,26,72,565,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2603,6.65,"Action, Sci-Fi, Fantasy",Mushi-Uta,ムシウタ,TV,12,"Jul 6, 2007 to Oct 5, 2007",Summer 2007,"WOWOW, Beat Frog, Broccoli, Studio Tulip, Rakuonsha",Unknown,Zexcs,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5174.0,4161,15073,33,599,7791,629,834,5220,260.0,445.0,1064.0,1711.0,1322.0,741.0,341.0,137.0,66.0,51.0
Fairy Tail,https://www.crunchyroll.com/fairy-tail,https://img1.ak.crunchyroll.com/i/spire2/f4ca1a545a471a9ce6e43eef8e8d72541539734102_full.jpg,153,674,2939,4.36,37,36,47,81,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6702,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",Fairy Tail,FAIRY TAIL（フェアリーテイル）,TV,175,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1076.0,32,1312470,46658,185463,737096,108697,148408,132806,132650.0,132443.0,167498.0,153901.0,84532.0,53280.0,27849.0,13627.0,7680.0,7090.0
Level E,https://www.crunchyroll.com/level-e,https://img1.ak.crunchyroll.com/i/spire1/205ca28fbb216ef83c82c422660298e01293489455_full.jpg,0,623,2888,4.64,3,7,30,134,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9834,7.45,"Sci-Fi, Comedy, Shounen",Level E,レベルE,TV,13,"Jan 11, 2011 to Apr 5, 2011",Winter 2011,"Aniplex, TV Tokyo Music, Sony Music Entertainment, Sakura Create",Funimation,"Studio Pierrot, David Production",Manga,24 min. per ep.,R - 17+ (violence & profanity),1738.0,1652,81291,322,4137,41875,3483,4885,26911,2566.0,5413.0,10323.0,9837.0,4576.0,2095.0,900.0,315.0,181.0,108.0
Log Horizon,https://www.crunchyroll.com/log-horizon,https://img1.ak.crunchyroll.com/i/spire4/f39842bd473e2db08ea8a1d8849c93ae1412197326_full.jpg,50,576,2619,4.55,12,13,35,104,412,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17265,8.0,"Action, Game, Adventure, Magic, Fantasy",Log Horizon,ログ・ホライズン,TV,25,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,NHK,Sentai Filmworks,Satelight,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,538.0,91,872925,10085,54172,571062,32386,35518,179787,51370.0,108395.0,154775.0,93431.0,31289.0,14117.0,5295.0,1853.0,862.0,862.0
Overlord,https://www.crunchyroll.com/overlord,https://img1.ak.crunchyroll.com/i/spire3/9e1a4846885dc3994414b608f80490781531935326_full.jpg,39,548,2533,4.62,24,14,17,35,458,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29803,7.96,"Action, Adventure, Fantasy, Game, Magic, Supernatural",Overlord,オーバーロード,TV,13,"Jul 7, 2015 to Sep 29, 2015",Summer 2015,"AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa",Funimation,Madhouse,Light novel,24 min. per ep.,R - 17+ (violence & profanity),585.0,66,1039944,18324,47550,794635,19931,26267,151561,82644.0,133349.0,203172.0,129862.0,44369.0,18246.0,7885.0,3303.0,1509.0,1322.0
Nisemonogatari,https://www.crunchyroll.com/nisemonogatari,https://img1.ak.crunchyroll.com/i/spire1/784a57c4503428d301fdfc5745b2f0fd1326142127_full.jpg,0,540,2523,4.67,15,9,19,52,445,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11597,8.18,"Mystery, Comedy, Supernatural, Ecchi",Nisemonogatari,偽物語,TV,11,"Jan 8, 2012 to Mar 18, 2012",Winter 2012,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),325.0,195,572431,3688,21394,428713,9910,5869,106545,51159.0,90340.0,115252.0,56258.0,16995.0,6096.0,2750.0,1160.0,649.0,885.0
Golden Time,https://www.crunchyroll.com/golden-time,https://img1.ak.crunchyroll.com/i/spire4/fc8938a7d556f9068bb8ed327c6c56351380569594_full.jpg,24,519,2391,4.61,11,16,23,66,403,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17895,7.78,"Comedy, Drama, Romance",Golden Time,ゴールデンタイム,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Genco, Starchild Records",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,855.0,138,688649,9875,39602,442612,25435,30567,150433,47678.0,70865.0,106762.0,81602.0,34441.0,16195.0,7597.0,2963.0,1551.0,1328.0
Diabolik Lovers,https://www.crunchyroll.com/diabolik-lovers,https://img1.ak.crunchyroll.com/i/spire4/6792970dea24081392ab45d083fc10791443978202_full.jpg,0,517,1544,2.99,169,58,60,71,159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17513,5.3,"Harem, School, Shoujo, Vampire",Diabolik Lovers,DIABOLIK LOVERS,TV,12,"Sep 16, 2013 to Dec 9, 2013",Fall 2013,"Frontier Works, Idea Factory, Showgate",Sentai Filmworks,Zexcs,Visual novel,15 min. per ep.,R - 17+ (violence & profanity),10136.0,590,247790,1920,10319,177270,4560,23384,32257,7857.0,6907.0,11066.0,18864.0,23177.0,21690.0,18553.0,12023.0,11505.0,10969.0
Berserk,https://www.crunchyroll.com/berserk,https://img1.ak.crunchyroll.com/i/spire3/43ea3545f4cd269d77ab1459b32c23921493158315_full.jpg,26,505,1775,3.51,104,50,48,88,215,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32379,6.39,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",Berserk,ベルセルク,TV,12,"Jul 1, 2016 to Sep 16, 2016",Summer 2016,"WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games, Rialto Entertainment","Funimation, Crunchyroll","Millepensee, GEMBA",Manga,24 min. per ep.,R+ - Mild Nudity,6438.0,574,254341,1882,16173,145480,5387,25368,61933,10408.0,11262.0,19260.0,25846.0,19092.0,11032.0,10504.0,6977.0,6100.0,7906.0
Mob Psycho 100,https://www.crunchyroll.com/mob-psycho-100,https://img1.ak.crunchyroll.com/i/spire4/24452933dd3f9282b32e49f0ce5fdc5b1546985597_full.jpg,54,501,2413,4.82,4,6,7,44,440,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32182,8.49,"Action, Slice of Life, Comedy, Supernatural",Mob Psycho 100,モブサイコ100,TV,12,"Jul 11, 2016 to Sep 27, 2016",Summer 2016,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","Funimation, Crunchyroll",Bones,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,109.0,40,1255830,27971,68041,942402,26125,19213,200049,134872.0,258189.0,248934.0,89592.0,20530.0,7113.0,2553.0,959.0,497.0,1112.0
Un-Go,https://www.crunchyroll.com/un-go,https://img1.ak.crunchyroll.com/i/spire3/6861c749e6e7211b7bffe1aa34331a4c1318509515_full.jpg,0,491,2289,4.66,5,7,21,83,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10798,7.4,"Mystery, Supernatural",Un-Go,UN-GO アン ゴ,TV,11,"Oct 14, 2011 to Dec 23, 2011",Fall 2011,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Sentai Filmworks,Bones,Novel,24 min. per ep.,R - 17+ (violence & profanity),1916.0,1149,128732,628,5903,64941,4692,5738,47458,3468.0,7295.0,14298.0,14938.0,6991.0,3232.0,1260.0,458.0,216.0,151.0
Dragon Ball Super,https://www.crunchyroll.com/dragon-ball-super,https://img1.ak.crunchyroll.com/i/spire3/98ea4207e23a2ea3e3af39ad641d88001533322009_full.jpg,131,479,2029,4.24,40,28,32,58,321,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30694,7.42,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Dragon Ball Super,ドラゴンボール超（スーパー）,TV,131,"Jul 5, 2015 to Mar 25, 2018",Summer 2015,"Yomiko Advertising, Fuji TV",Funimation,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1818.0,212,536891,8471,99165,345941,22202,27883,41700,42638.0,46847.0,78067.0,81751.0,42032.0,20174.0,10686.0,5314.0,3235.0,3312.0
ReLIFE,https://www.crunchyroll.com/relife,https://img1.ak.crunchyroll.com/i/spire4/06f2c7030f794acf0bfdd34e5735bd191465708255_full.jpg,17,467,2266,4.85,1,3,8,40,415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30015,8.03,"Slice of Life, Romance, School",ReLIFE,ReLIFE,TV,13,"Jul 2, 2016 to Sep 24, 2016",Summer 2016,"Aniplex, Half H.P Studio, comico, Hakuhodo DY Media Partners, Lawson, C & I entertainment, TMS Music","Funimation, Crunchyroll",TMS Entertainment,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,498.0,126,717580,7566,32848,503190,15158,14479,151905,46558.0,95473.0,139851.0,82537.0,25879.0,9709.0,3120.0,1014.0,464.0,446.0
Isekai Cheat Magician,https://www.crunchyroll.com/isekai-cheat-magician,https://img1.ak.crunchyroll.com/i/spire1/27ee54e7e9ec05447cc2d971c99fbe9b1562751577_full.jpg,12,446,952,2.13,237,66,52,28,63,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37744,5.38,"Action, Adventure, Fantasy",Unknown,異世界チート魔術師〈マジシャン〉,TV,12,"Jul 10, 2019 to Sep 25, 2019",Summer 2019,"AT-X, KBS, Kadokawa Media House, Kadokawa, Shufunotomo",Unknown,Encourage Films,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,9986.0,781,191481,456,17916,111022,3781,26217,32545,2668.0,2836.0,6869.0,14905.0,19705.0,18677.0,13321.0,8131.0,5856.0,5056.0
Hiiro no Kakera,https://www.crunchyroll.com/hiiro-no-kakera,https://img1.ak.crunchyroll.com/i/spire2/c005ccb42734352e840f3e6dea6dd4b11330716708_full.jpg,0,426,1786,4.19,22,35,44,63,262,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12461,6.74,"Fantasy, Romance, Shoujo, Supernatural",Hiiro no Kakera:The Tamayori Princess Saga,緋色の欠片,TV,13,"Apr 1, 2012 to Jun 24, 2012",Spring 2012,"Bandai Visual, Lantis, YTV, DAX Production, Enterbrain",Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4716.0,1482,93779,436,5219,51361,3574,6683,26942,2916.0,3592.0,6195.0,9857.0,7870.0,5213.0,2325.0,1035.0,523.0,322.0
Rokka no Yuusha,https://www.crunchyroll.com/rokka-braves-of-the-six-flowers-,https://img1.ak.crunchyroll.com/i/spire4/413329a7fe4baf3e48eec89117881f611436317729_full.jpg,24,417,1632,3.91,31,45,52,90,199,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28497,7.35,"Action, Adventure, Fantasy, Magic, Mystery",Rokka:Braves of the Six Flowers,六花の勇者,TV,12,"Jul 5, 2015 to Sep 20, 2015",Summer 2015,Pony Canyon,Ponycan USA,Passione,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2098.0,245,486940,2273,24384,343368,10419,15206,93563,16670.0,36109.0,75038.0,74629.0,34419.0,15034.0,7049.0,2742.0,1377.0,982.0
Aldnoah.Zero,https://www.crunchyroll.com/aldnoahzero,https://img1.ak.crunchyroll.com/i/spire3/1ee8628337834531f6427a97248129871420484061_full.jpg,25,395,1584,4.01,21,33,61,86,194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22729,7.44,"Action, Military, Sci-Fi, Mecha",Aldnoah.Zero,アルドノア・ゼロ,TV,12,"Jul 6, 2014 to Sep 21, 2014",Summer 2014,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",Aniplex of America,"A-1 Pictures, TROYCA",Original,23 min. per ep.,R - 17+ (violence & profanity),1755.0,299,432548,4020,16970,306310,9400,14993,84875,21128.0,40181.0,67793.0,59552.0,28311.0,14649.0,7421.0,3158.0,1483.0,1024.0
Charlotte,https://www.crunchyroll.com/charlotte,https://img1.ak.crunchyroll.com/i/spire2/f67a9d25f1a79891bd8cc9e68bf6021c1435186459_full.jpg,13,378,1706,4.51,12,11,23,57,275,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28999,7.77,"Drama, School, Super Power",Charlotte,Charlotte（シャーロット）,TV,13,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,877.0,64,1057447,17800,41882,811977,16828,22611,164149,92116.0,123791.0,179854.0,139784.0,61167.0,27465.0,13643.0,6408.0,2732.0,1803.0
Plastic Memories,https://www.crunchyroll.com/plastic-memories,https://img1.ak.crunchyroll.com/i/spire2/ad2b0b48b9f93920299b014bd70f24ed1428100037_full.jpg,13,364,1684,4.63,7,7,25,37,288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27775,7.94,"Sci-Fi, Drama, Romance",Plastic Memories,プラスティック・メモリーズ,TV,13,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,"Aniplex, Movic, AT-X, ASCII Media Works, Bushiroad, MAGES., Asahi Broadcasting, BS11",Aniplex of America,Doga Kobo,Original,24 min. per ep.,PG-13 - Teens 13 or older,623.0,154,643043,9223,34019,396899,20291,22823,169011,51548.0,66207.0,94793.0,65999.0,26175.0,11927.0,5412.0,2090.0,945.0,739.0
Mizu no Kotoba,https://www.crunchyroll.com/mizu-no-kotoba,https://img1.ak.crunchyroll.com/i/spire1/55047431e14daa0fbf62c4d4f9b121e61279148254_full.jpg,0,349,1637,4.69,4,2,12,62,269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235,6.81,"Drama, Psychological, Sci-Fi",Unknown,水のコトバ,Special,1,"Oct 26, 2002",Unknown,Unknown,Unknown,Studio Rikka,Original,9 min.,PG-13 - Teens 13 or older,4420.0,3517,21674,29,260,16263,109,112,4930,478.0,1101.0,2505.0,3678.0,2583.0,1238.0,457.0,224.0,116.0,79.0
