Names,anime_url,anime_img,episodes,votes_x,weight,rate,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,MAL_ID,Score,Genre,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,mediaType,eps,duration,ongoing,startYr,finishYr,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes_y
World Trigger,https://www.crunchyroll.com/world-trigger,https://img1.ak.crunchyroll.com/i/spire1/4bcfa1957b6785289d711849033f01b71449288307_full.jpg,73,268,1170,4.37,7,18,25,38,180,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24405,7.58,"Action, Sci-Fi, Supernatural, School, Shounen",Unknown,ワールドトリガー,TV,73,"Oct 5, 2014 to Apr 3, 2016",Fall 2014,TV Asahi,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1330.0,554,264062,1720,38824,90960,19865,26523,87890,7521.0,13136.0,26326.0,24958.0,10839.0,5789.0,2585.0,1060.0,697.0,511.0,TV,73.0,,False,2014.0,2016.0,Fall,"One day, a gate to another world opened in Mikado City. Invaders from another dimension, referred to thereafter as Neighbors, overran the area around the gate, leaving the city gripped by fear. However, a mysterious group suddenly appeared and repelled the Neighbors. This Border Defense Agency independently researches Neighbor technology and fights to protect this world. In a short time, they managed to build an enormous base and prepare a defensive system against the Neighbors. it's been four years since then.",['Toei Animation'],"['Action', 'Sci Fi', 'Shounen', 'Monsters', 'Based on a Manga']",[],5278.0,3650,5300,1677,3.869,6499.0
Kokoro Connect,https://www.crunchyroll.com/kokoro-connect,https://img1.ak.crunchyroll.com/i/spire1/3cc2a02548c242c19f668d88aa72a1ac1341524886_full.jpg,13,259,1158,4.47,7,5,22,50,175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11887,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",Kokoro Connect,ココロコネクト,TV,13,"Jul 8, 2012 to Sep 30, 2012",Summer 2012,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,793.0,161,632426,7259,28159,398032,17162,16625,172448,32254.0,66550.0,107929.0,74368.0,27273.0,11293.0,4380.0,1558.0,750.0,705.0,TV,13.0,,False,2012.0,2012.0,Summer,"At Yamaboshi High, joining a school club is required, so when Himeko, Iori, Taichi, Yoshifumi and Yui couldn't find a suitable choice, they decided to create their own: the School Culture Club! Together, they pass the days meeting and coming up with topics for the group's newspaper – that is, until one day, Yoshifumi and Yui proclaim that they switched bodies last night! Soon after, all five members of the gang find themselves inadvertently swapping at random, with no end in sight. What, or who, caused this supernatural phenomenon?",['SILVER LINK'],"['Drama', 'Romance', 'Androphobia', 'Body Swapping', 'Love Triangle', 'School Club', 'School Life', 'Supernatural', 'Based on a Light Novel']",[],22102.0,1866,11434,1126,4.186,17640.0
Orange,https://www.crunchyroll.com/orange,https://img1.ak.crunchyroll.com/i/spire3/4052cb0ee15e76c3795319b0a08c1ecb1467466859_full.jpg,26,253,1151,4.55,7,6,14,40,186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32729,7.62,"Sci-Fi, Drama, Romance, School, Shoujo",Orange,orange（オレンジ）,TV,13,"Jul 4, 2016 to Sep 26, 2016",Summer 2016,"TMS Entertainment, DAX Production, TOHO animation, Lawson, ABC Animation","Funimation, Crunchyroll",Telecom Animation Film,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1226.0,210,545748,4947,35720,322463,17018,22884,147663,32793.0,44048.0,71797.0,62797.0,27949.0,13151.0,6354.0,3048.0,1538.0,1060.0,TV,13.0,25.0,False,2016.0,2016.0,Summer,"Everyone has regrets in life. So who wouldn't take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.",['Telecom Animation Film'],"['Drama', 'Mystery', 'Romance', 'Shoujo', 'Melancholy', 'Mental Illness', 'Psychological', 'School Life', 'Supernatural', 'Unrequited Love', 'Based on a Manga']","['Mature Themes', 'Suicide']",16459.0,2468,11040,1179,4.145,12859.0
Keijo!!!!!!!!,https://www.crunchyroll.com/keijo,https://img1.ak.crunchyroll.com/i/spire3/02efb5862c8f76d2d9239913c3c323d71475742970_full.jpg,12,231,938,4.06,26,11,20,40,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32686,7.02,"Action, Sports, Ecchi, Shounen",Keijo!!!!!!!!,競女!!!!!!!!,TV,12,"Oct 6, 2016 to Dec 22, 2016",Fall 2016,"Sotsu, Lantis, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shogakukan, NichiNare, Radio Osaka",Funimation,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3574.0,474,296623,1218,20874,172952,9827,22325,70645,12268.0,12466.0,30432.0,41281.0,24098.0,12671.0,6950.0,3396.0,2036.0,1682.0,TV,12.0,,False,2016.0,2016.0,Fall,"Nozomi Kaminashi is a fantastic gymnast, and in order to help her family out of poverty, has decided instead to become a competitor in a new women-only sport, Keijo. A lucrative endeavor, Keijo is a popular gambling sport where female players stand on floating platform on the water and must push other players off by only using breasts and buttocks. Will Nozomi be able to make it big in the world of Keijo?",['XEBEC'],"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Sports', 'Boarding School', 'School Life', 'Tournaments', 'Based on a Manga']",[],6901.0,1025,3135,856,3.545,5715.0
Upotte!!,https://www.crunchyroll.com/upotte,https://img1.ak.crunchyroll.com/i/spire3/d6f1d1a2e17e22c87063bcebe41b25731333490143_full.jpg,10,228,945,4.14,17,8,28,47,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12317,6.51,"Action, Comedy, Military, Seinen",Upotte!!,うぽって!!,ONA,10,"Apr 7, 2012 to Jun 9, 2012",Unknown,"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,Manga,24 min. per ep.,R - 17+ (violence & profanity),5842.0,1937,63453,160,3294,34305,2173,4665,19016,1094.0,1634.0,4406.0,7790.0,6387.0,3623.0,1812.0,845.0,445.0,313.0,Web,10.0,24.0,False,2012.0,2012.0,Spring,"Funko, Shigu, Eru and Ichiroku seem to be typical school girls on the surface, but they're actually powerful, dangerous guns that must be treated with care and respect! Together, they attend Seishou Academy, a special place where not only are all of the students guns, the teachers are as well. That is, except for one new educator who arrives, unaware of the crazy, dangerous times that lie ahead!",['XEBEC'],"['Action', 'Comedy', 'Ecchi', 'Shounen', 'Anthropomorphic', 'Guns', 'School Life', 'Based on a Manga']",[],4003.0,436,2255,715,2.915,3422.0
Kite Liberator,https://www.crunchyroll.com/kite-liberator,https://img1.ak.crunchyroll.com/i/spire3/7c0b6aa992ebe1f22561dbeb2a63bbd71548367191_full.jpg,0,217,945,4.35,15,2,15,44,141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323,6.34,"Action, Sci-Fi, Drama",Unknown,KITE LIBERATOR (カイト リベレイター),OVA,1,"Mar 21, 2008",Unknown,"Lantis, Happinet Pictures",Media Blasters,Arms,Original,58 min.,R+ - Mild Nudity,6699.0,3407,23110,25,523,15243,259,217,6868,368.0,695.0,1722.0,2959.0,2459.0,1546.0,829.0,415.0,205.0,152.0,Movie,1.0,58.0,False,2008.0,2008.0,,"In a city where rapists and murderers prey on the innocent, the young Monaka Noguchi lives a double life; a clumsy high school student and waitress by day, she transforms into the skilled assassin Angel of Death at night. Her father is an astronaut and has always been out of reach, so Monaka must balance her studies and job, as well as support herself, while also hunting down those who deserve to die. With a cool and calm demeanor, even in the face of bloodshed, it seems that nothing can sway Monaka’s resolve; however, her newest job will prove to be most difficult, and hit a little too close to home...",['ARMS'],"['Action', 'Assassins', 'Panty Shots', 'Original Work']","['Explicit Violence', 'Nudity']",4310.0,82,2371,40,3.15,2939.0
Tono to Issho,https://www.crunchyroll.com/tono-to-issho,https://img1.ak.crunchyroll.com/i/spire1/6b2a60cec9e3d3556b4153e9ad819c281278453677_full.jpg,0,213,906,4.25,17,5,15,46,130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7591,6.56,"Comedy, Historical, Parody, Samurai, Seinen",Unknown,殿といっしょ,OVA,1,"Mar 25, 2010",Unknown,Frontier Works,Unknown,Gathering,4-koma manga,37 min.,PG-13 - Teens 13 or older,5595.0,7389,3572,7,74,2323,45,96,1034,105.0,173.0,261.0,448.0,332.0,205.0,85.0,66.0,31.0,39.0,TV,12.0,2.0,False,2010.0,2010.0,Summer,"The relationship between servant and master has always been strained, but it’s even worse when the staff has to put up with their employer’s eccentricities. From the fearsome Masamune Date with his fetish for eye patches to the super-moe Motochika who has his employees swooning over him like a fanclub, the lords are having the time of their lives, while their servants certainly have their work cut out for them. With the confused Shingen believing he’s fallen for his rival, Nobunaga agreeing to every bizarre battle tactic suggested to him, and Masamune more interested in accessorising his horse than discussing war, it seems that Feudal Japan is much livelier than the history books make out.",['Gathering'],"['Comedy', 'Seinen', 'Feudal Japan', 'Historical', 'Parody', 'Short Episodes', 'Based on a Manga']",[],561.0,48,581,74,2.545,437.0
Love Stage!!,https://www.crunchyroll.com/love-stage,https://img1.ak.crunchyroll.com/i/spire1/d095879534187c6f57546b2aafb8b5361404912213_full.jpg,10,207,978,4.72,4,3,3,26,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21105,7.32,"Comedy, Romance, Shounen Ai",Love Stage!!,LOVE STAGE!!,TV,10,"Jul 10, 2014 to Sep 11, 2014",Summer 2014,Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2253.0,777,193013,1748,7311,149134,3207,6460,26901,12349.0,14809.0,24596.0,27556.0,15269.0,7927.0,3368.0,1471.0,907.0,831.0,TV,10.0,,False,2014.0,2014.0,Summer,"His father and older brother are famous singers, his mother is a renown artist, Izumi Sena was born into a family of super entertainers! However, unlike the rest of his family, Izumi is an otaku who aspires to become a manga illustrator. One day, he is roped into starring in a television commercial dressed as a woman. The actor Izumi is featured with, Ryoma, falls in love at first sight upon meeting him. It turns out that they had actually met 10 years prior and Ryoma's attraction hasn't changed even after finding out Izumi is a boy. ",['J.C. Staff'],"['BL', 'Comedy', 'Romance', 'Shounen-ai', 'Acting', 'Adult Couples', 'Crossdressing', 'LGBT Themes', 'Lifestyle Change', 'Mature Romance', 'Otaku Culture', 'Romantic Comedy', 'Showbiz', 'Based on a Manga']",['Sexual Content'],16134.0,1121,4288,584,4.084,11336.0
Medaka Box,https://www.crunchyroll.com/medaka-box,https://img1.ak.crunchyroll.com/i/spire4/f51d374e523942b3a25aaeccb8ebae5c1349376953_full.jpg,0,200,911,4.56,2,7,12,36,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11761,7.07,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",Medaka Box,めだかボックス,TV,12,"Apr 5, 2012 to Jun 21, 2012",Spring 2012,"TV Tokyo, Lantis, Media Factory, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3367.0,723,203806,430,10184,119974,6729,10014,56905,4723.0,8210.0,21126.0,30125.0,15238.0,7253.0,3078.0,1285.0,646.0,403.0,TV,12.0,,False,2012.0,2012.0,Spring,"Medaka Kurokami is the perfect honor student. She has exemplary grades, talent at any sport she tries her hand at, comes from a rich family, is exceptionally popular, and has just become the first ever freshman student to be elected School President! During her inauguration speech she proclaims that she will endeavor to help every student with any problem if they simply submit it to the newly instated suggestion box. But with a bare-bones student council consisting of only herself and her unwilling accomplice Zenkichi, people are unsure whether to take her seriously or not. Regardless, Medaka takes each suggestion and gives her all to fulfil any request, be it ridding the kendo hall of delinquents, writing a love letter, or helping a struggling art student find his muse.",['Gainax'],"['Action', 'Shounen', 'School Life', 'Student Council', 'Based on a Manga']",[],9818.0,903,4099,899,3.539,7484.0
Himouto! Umaru-chan,https://www.crunchyroll.com/himouto-umaru-chan,https://img1.ak.crunchyroll.com/i/spire3/ab21e2b37d995124ea4a77f51f81becc1436371805_full.jpg,12,196,890,4.54,5,6,12,28,145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28825,7.17,"Comedy, School, Seinen, Slice of Life",Himouto! Umaru-chan,干物妹！うまるちゃん,TV,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,"AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2912.0,241,494283,4047,27712,337956,14390,25819,88406,22307.0,30742.0,65854.0,78645.0,39437.0,19581.0,9646.0,4840.0,3001.0,3503.0,TV,12.0,,False,2015.0,2015.0,Summer,"To the rest of the world, Umaru is kind, smart, and the perfect high school student. But her brother, Taihei, knows the truth: at home, she's a bratty, slovenly, lazy girl who eats junk food, plays video games, and throws tantrums when Taihei won’t buy her manga or do what she wants! Now, in addition to working full time to support their household, Taihei must do all of the cooking, cleaning and shopping while Umaru enjoys her carefree days as an unabashed, yet secretive, otaku.",['Doga Kobo'],"['Comedy', 'Seinen', 'Slice of Life', 'Chibi', 'Gag', 'Otaku Culture', 'School Life', 'Siblings', 'Based on a Manga']",[],12704.0,1617,4301,1051,3.804,10251.0
Sword Art Online Alternative: Gun Gale Online,https://www.crunchyroll.com/sword-art-online-alternative-gun-gale-online,https://img1.ak.crunchyroll.com/i/spire4/88fd796020664ac4cfa103891a487e2f1523056672_full.jpg,13,182,678,3.73,26,13,25,39,79,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36475,7.07,"Action, Fantasy, Game, Military, Sci-Fi",Unknown,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,TV,12,"Apr 8, 2018 to Jul 1, 2018",Spring 2018,"Aniplex, Egg Firm",Aniplex of America,Studio 3Hz,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3366.0,316,421918,1376,32274,281246,10229,23417,74752,12897.0,22150.0,54183.0,67761.0,35096.0,17177.0,8911.0,4198.0,2375.0,2112.0,TV,12.0,,False,2018.0,2018.0,Spring,"In the world of guns and steel that is Gun Gale Online, LLENN has been a devoted, female solo player. She is obsessed with two things: donning herself entirely in pink and honing her skills with consistent game play. She soon discovers her love for hunting other players (a.k.a. PK), soon to be known as the “Pink Devil.” Meanwhile, LLENN meets a beautiful yet mysterious player, Pitohui, and the two click right away. Doing as she is told by Pitohui, she enters the Squad Jam group battle.",['Studio 3Hz'],"['Action', 'Sci Fi', 'Guns', 'MMORPG', 'Overpowered Main Characters', 'PVP', 'RPG', 'Tournaments', 'Virtual Reality', 'Based on a Light Novel']",['Explicit Violence'],11726.0,1844,4760,797,3.849,8977.0
Hundred,https://www.crunchyroll.com/hundred,https://img1.ak.crunchyroll.com/i/spire2/7fdc1bac364cad4b9c864561e3e6813b1529088203_full.jpg,12,177,540,3.05,48,26,25,25,53,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31338,6.37,"Action, Sci-Fi, Harem, Romance, Ecchi, Mecha, School",Hundred,ハンドレッド,TV,12,"Apr 5, 2016 to Jun 21, 2016",Spring 2016,"TV Tokyo, Sotsu, Half H.P Studio, AT-X, DIVE II Entertainment, Avex Pictures, BS Japan","Funimation, Crunchyroll",Production IMS,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6574.0,526,272970,611,18431,188107,5864,17095,43473,7031.0,8265.0,18569.0,36088.0,32090.0,20216.0,10204.0,5275.0,3193.0,2186.0,TV,12.0,,False,2016.0,2016.0,Spring,"""Hundred"" - the only weapon capable of fighting the Savages, mysterious life forms attacking Earth. Hayato enters the battleship university Little Garden in hopes of becoming a Slayer... but his roommate Emile Crossfode, who seems to know a lot about him for some reason, awakens a sort of unsettling nostalgia within him. What's more, right after he joins the school, the strongest Slayer at Little Garden, the ""Queen"" Claire Harvey, challenges him to a duel!",['Production IMS'],"['Action', 'Comedy', 'Ecchi', 'Harem', 'Sci Fi', 'Shounen', 'Power Suits', 'Based on a Light Novel']",['Violence'],10729.0,1565,3209,988,3.168,7928.0
Cowboy Bebop,https://www.crunchyroll.com/cowboy-bebop,https://img1.ak.crunchyroll.com/i/spire2/127db1f9004cc0e4a515790475d9e2631473191104_full.jpg,0,171,843,4.93,0,0,4,4,163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.78,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Cowboy Bebop,カウボーイビバップ,TV,26,"Apr 3, 1998 to Apr 24, 1999",Spring 1998,Bandai Visual,"Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),28.0,39,1251960,61971,105808,718161,71513,26678,329800,229170.0,182126.0,131625.0,62330.0,20688.0,8904.0,3184.0,1357.0,741.0,1580.0,TV,26.0,,False,1998.0,1999.0,Spring,"Follow interstellar bounty hunters Spike Spiegel and Jet Black as they scour the galaxy for criminals with prices on their heads. Hoping to escape their past, they live on the spaceship Bebop, but it's a dangerous business and old enemies don't forget easily. Allies come from unlikely sources, however, as they find comrades in the beautiful swindler Faye Valentine, the genius child hacker Ed and the genetically engineered 'data dog' Ein. Will they be able to help each other though their respective struggles, or is their fate really inevitable?",['Sunrise'],"['Action', 'Adventure', 'Drama', 'Sci Fi', 'Bounty Hunters', 'Episodic', 'Noir', 'Outer Space', 'Western', 'Original Work']","['Drug Use', 'Mature Themes', 'Nudity', 'Violence']",71135.0,7002,22537,2918,4.532,58315.0
Mushishi,https://www.crunchyroll.com/mushi-shi,https://img1.ak.crunchyroll.com/i/spire2/3cc855b30696ef70482ccf0ed345e1921388181894_full.jpg,22,166,810,4.88,1,1,0,13,151,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,457,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Mushi-Shi,蟲師,TV,26,"Oct 23, 2005 to Jun 19, 2006",Fall 2005,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,45.0,167,620736,23066,55482,235371,42786,20017,267080,65961.0,64493.0,51656.0,24255.0,8603.0,4064.0,1486.0,573.0,301.0,760.0,TV,26.0,,False,2005.0,2006.0,Fall,"It isn't unusual for a person to feel that the world around them is strange and has unexpected secrets lying just beyond their sight. However, for most people this is just an occasional sensation that greets them upon awakening or chases them into sleep. For the mushi researcher Ginko, it isn't a feeling at all; it is a knowledge which guides his travels and motivates his life. Found in the cracks between what is conceivable and what is not, are the varied life forms collectively known as mushi. They surround us and affect us, but their intensely different nature makes them unrecognizable to most. Ginko brings these life forms into perspective for the lives of those most affected and most in need of an explanation.",['Artland'],"['Fantasy', 'Seinen', 'Episodic', 'Iyashikei', 'Supernatural', 'Based on a Manga']",[],24016.0,4535,19131,2079,4.491,22264.0
